id,title,category,shortlist_rank,type,location_town,plz,district_or_region,price_eur,price_note,living_m2,plot_m2,rooms,year_built,energy_hwb_class,energy_hwb_value,heating,has_garden,has_parking,parking_note,has_garage,has_sauna,has_pool,condition_note,commute_pt_min_low,commute_pt_min_high,commute_car_rush_low,commute_car_rush_high,drive_anton_boeck_min,drive_anton_boeck_note,pt_lange_gasse_min,pt_lange_gasse_note,lat,lon,location_precision,url_primary,url_alt,notes,research_date,listing_status,first_seen,last_seen,disappeared_date,price_eur_previous,price_changed_at,price_change_eur,change_flags,seller_type,seller_type_note,makler_name,price_per_m2,fees_statutory_pct,fees_makler_pct,fee_grunderwerbsteuer_eur,fee_grundbuch_eur,fee_notar_eur,fee_makler_eur,fees_total_eur,all_in_price_eur,betriebskosten_monat_eur,betriebskosten_note,finish_status,finish_status_note,finish_status_source
ST3,Neubau-Reihenhaus Streitdorf (Nähe Stockerau),shortlist,28,RH,Streitdorf,2004,Niederhollabrunn / Bezirk Korneuburg; wenige Min. nach Stockerau,350000,ab / Neubau-Projekt,127.0,175.0,5,,,,Luftwärmepumpe,True,True,,False,False,False,Erstbezug Neubau; Dachterrasse + Eigengarten,,,,,32,osrm_free_flow,77,vao_hafas_weekday_100000_best_of_4,48.461514,16.275982,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/leistbares-eigentum-fuer-junge-familien-modern-neu-mit-dachterrasse-und-eigenem-garten-nur-wenige-minuten-nach-stockerau-bzw-korneuburg-oder-wien-801196036/,,Stockerau-area 2026-09-24. Best under-budget Neubau RH near Stockerau (€350k / 127 m² / 5 Zi). Stressless Immobilien.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; STRESSLESS Immobilien GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,STRESSLESS Immobilien GmbH,2755.91,6.1,3.6,12250,3850,5250,12600,33950,383950,,nicht angegeben,schluesselfertig,igstellung Ende 2027. Reihenhäuser ab EUR 350.000 schlüsselfertig! Die Häuser der ersten Reihe bieten rund 127-128 m² W…,listing_text
ST4,Teilschlüsselfertiges Familieneigentum Senning (Nähe Stockerau),shortlist,29,EFH,Senning,2011,Sierndorf / Bezirk Korneuburg; Nähe Stockerau,397500,Letzte Einheit,118.0,775.0,4,2023,B,41.7,Fußbodenheizung,True,True,,False,False,False,Teil-schlüsselfertig; Außenanlagen fertig; Garten ~172 m² ausgewiesen,,,,,31,osrm_free_flow,79,vao_hafas_weekday_100000_best_of_5,48.45919,16.209724,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/naehe-stockerau-letzte-einheit-teilschluesselfertiges-familieneigentum-in-bester-lage-zu-fairem-preis-922892428/,,Stockerau-area 2026-09-24. Strong Neubau under budget with large plot (775 m²). Alpenvorland Immotreuhand. Link-check 2026-09-24: FALSE POSITIVE sold (page says 'Haus 2 ist verkauft' for sibling unit; listing still live — left active).,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Alpenvorland Immotreuhand GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,Alpenvorland Immotreuhand GmbH,3368.64,6.1,3.6,13913,4372,5962,14310,38557,436058,,nicht angegeben,schluesselfertig,"Nähe Stockerau: Letzte Einheit-Teilschlüsselfertiges Familieneigentum in bester Lage zu fairem Preis., 118 m², € 397.50…",listing_text
ST5,Getrennt und doch gemeinsam — EFH 2016 (Unterzögersdorf),shortlist,30,EFH,Unterzögersdorf,2000,Stockerau / Bezirk Korneuburg,419920,,125.32,,,2016,,35.3,Etagenheizung,True,True,2 Parkplätze inkl.,False,False,False,Flexible 2-Bereich-Aufteilung; Eigengrund (nicht RH); Garten ~84 m²; HWB 35.3 / FGEE B,,,,,23,osrm_free_flow,59,vao_hafas_weekday_100000_best_of_5,48.389256,16.184156,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/getrennt-und-doch-gemeinsam-1420083747/,,Stockerau 2026-09-24. Modern 2016 EFH on Eigengrund; flexible multi-gen layout under budget. Wertimmobilien.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Wertimmobilien Consulting KG - Verwaltung; Provision:3% des Kaufpreises zzgl. 20% USt.,Wertimmobilien Consulting KG - Verwaltung,3350.78,6.1,3.6,14697,4619,6299,15117,40732,460652,,nicht angegeben,unknown,no finish keywords found,listing_text
ST6,PROVISIONSFREI Sonnige DHH (Langenzersdorf) — Bezug Q1 2027,shortlist,31,DHH,Langenzersdorf,2103,Bezirk Korneuburg; Bisamberg / Wien-Nord corridor,450000,Provisionsfrei; Baustart erfolgt; Bezug Q1 2027,120.66,,4,,,,Fußbodenheizung,True,True,,False,False,False,Neubau DHH; ~170 m² Garten (Titel); buyer provisionsfrei,,,,,10,osrm_free_flow,49,vao_hafas_weekday_100000_best_of_5,48.31276,16.349321,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/provisionsfrei-sonnige-doppelhaushaelfte-mit-ca-120-m-und-170-m-garten-baustart-erfolgt-bezug-q1-2027-1822496971/,,Stockerau-region comps 2026-09-24. At €450k ceiling but provisionsfrei → lower all-in. Merlin Real Estate. Closer to Wien-Nord than Stockerau core.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,private,ISPRIVATE=0 agency listing but PROVISIONSFREI → private for buyer fees; Merlin Real Estate Group GmbH,Merlin Real Estate Group GmbH,3729.49,6.1,0.0,15750,4950,6750,0,27450,477450,,nicht angegeben,belagsfertig,"Übergabe belagsfertig, schlüsselfertig gegen Aufpreis möglich Das Haus",listing_text
ST7,Familienfreundliche DHH mit Garten (Stockerau),honourable,,DHH,Stockerau,2000,Bezirk Korneuburg,420000,,90.0,160.0,4,2008,C,56.0,Zentralheizung,True,True,,False,False,False,Garten ~55 m² + Terrasse 15 m²; solid but living on the small side for family,,,,,20,osrm_free_flow,60,vao_hafas_weekday_100000_best_of_5,48.388405,16.227736,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/familienfreundliche-doppelhaushaelfte-mit-garten-terrasse-guter-infrastruktur-in-stockerau-1086595971/,,Stockerau 2026-09-24. Under budget but only 90 m² — HM vs shortlist. Immo-Company Haas & Urban.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immo-Company Haas & Urban Immobilien GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,Immo-Company Haas & Urban Immobilien GmbH,4666.67,6.1,3.6,14700,4620,6300,15120,40740,460740,100.0,willhaben MONTHCOSTS_GROSS=100,unknown,no finish keywords found,listing_text
ST8,Liebevolles Stadthaus mit Garten (Stockerau),honourable,,EFH,Stockerau,2000,Bezirk Korneuburg,395000,,87.3,537.0,3,,G,392.0,Sonstige,True,True,,False,False,False,Gepflegt mit Laube; living small (87 m²) / energy G; great infrastructure & Bahn,,,,,21,osrm_free_flow,55,vao_hafas_weekday_100000_best_of_5,48.3846124,16.2076303,town_centroid_nominatim,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/liebevolles-stadthaus-mit-herrlichem-ruhigen-garten-samt-laube-und-bester-infrastruktur-der-stadt-stockerau-1975420559/,,Stockerau 2026-09-24. Charm + plot but only ~87 m² / 3 Zi — HM. Raiffeisen Immobilien.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Raiffeisen Immobilien Vermittlung Ges.m.b.H; Provision:3% des Kaufpreises plus 20% USt.,Raiffeisen Immobilien Vermittlung Ges.m.b.H,4524.63,6.1,3.6,13825,4345,5925,14220,38315,433315,,nicht angegeben,unknown,no finish keywords found,listing_text
ST9,EFH ruhige Lage Josef Ressel-Gasse (Stockerau) — sanierungsbedürftig,honourable,,EFH,Stockerau,2000,Bezirk Korneuburg,449000,,110.0,627.0,4,1962,,,Gas ZH,True,True,,False,False,False,Sanierungsbedürftig; EG ~80 + OG ~30 m² Wohnnutzfläche; Eckgrundstück 627 m²,,,,,21,osrm_free_flow,62,vao_hafas_weekday_100000_best_of_5,48.38275,16.227732,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/einfamilienhaus-in-sehr-ruhiger-lage-von-stockerau-1782063897/,,Stockerau 2026-09-24. Reno project near budget ceiling; solid plot. Fortuna Real. Living ~110 m² from body (EG+OG).,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Fortuna Real GmbH & Co KG; Provision:16.164 EUR inkl. 20% USt (=3%+USt),Fortuna Real GmbH & Co KG,4081.82,6.1,3.6,15715,4939,6735,16164,43553,492553,,nicht angegeben,sanierungsbedarf,Zustand Sanierungsbedürftig Grundfläche 627 m² Zimmer 4 Verfügbar Kaufvetrag…,listing_text
ST10,EFH mit Potenzial und großem Garten (Stockerau),honourable,,EFH,Stockerau,2000,Bezirk Korneuburg,445000,,117.0,863.0,4,1923,G,368.2,Zentralheizung,True,True,,False,False,False,Sanierungsbedürftig Altbau BJ1923; Wohnen auf einer Ebene; Garten ~668 m²,,,,,23,osrm_free_flow,67,vao_hafas_weekday_100000_best_of_6,48.394424,16.218172,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/einfamilienhaus-mit-potenzial-und-grossem-garten-1567003742/,,Stockerau 2026-09-24. Large plot reno under/near budget. s REAL / Korneuburg branch.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Korneuburg (Termine nach Vereinbarung); Provision:3% des Kaufpreises zzgl. 20% USt.,Korneuburg (Termine nach Vereinbarung),3803.42,6.1,3.6,15575,4895,6675,16020,43165,488165,,nicht angegeben,sanierungsbedarf,Zustand Sanierungsbedürftig Grundfläche 863 m² Zimmer 4 Verfügbar ab sofort H…,listing_text
ST11,4-Zi EFH Rohbau mit Garage (Sierndorf),honourable,,EFH,Sierndorf,2011,Bezirk Korneuburg; Nähe Stockerau,360000,Ist-Zustand Rohbau; Fertigstellung extra,132.89,542.0,4,2023,C,59.7,Fußbodenheizung,True,True,Garage,True,False,False,Rohbau; barrierefrei geplant; buyer finishes interior — budget cushion needed,,,,,25,osrm_free_flow,86,vao_hafas_weekday_100000_best_of_5,48.434982,16.155275,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/grosszuegiges-4-zimmer-einfamilienhaus-mit-garage-im-rohbauzustand-1974636053/,,Stockerau-area 2026-09-24. Attractive shell price but finish costs on top. Schlager Real Estate.; Morning 2026-09-26: willhaben republished under adid 1974636053 (old 915628538 expired fromExpiredAdId).,2026-09-24,active,2026-09-24,2026-09-26,,,,,url_refresh,makler,ISPRIVATE=0; Schlager Real Estate GmbH; Provision:3% des Kaufpreises zzgl. 20% USt.,Schlager Real Estate GmbH,2709.01,6.1,3.6,12600,3960,5400,12960,34920,394920,,nicht angegeben,rohbaufertig,Rohbau in Sierndorf. Bitte beachten Sie bei Anfragen Ihre Telefonn…,listing_text
ST12,„Perfektes Haus für große und kleine Familie!“ (Korneuburg),honourable,,EFH,Korneuburg,2100,Bezirk Korneuburg,399000,DAVE Angebotsverfahren,120.0,610.0,5,1960,G,237.4,Etagenheizung,True,True,,False,False,False,Sanierungsbedürftig; Nutzfläche ~230 m² ausgewiesen; DAVE pricing,,,,,16,osrm_free_flow,56,vao_hafas_weekday_100000_best_of_5,48.350094,16.327637,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/-perfektes-haus-fuer-grosse-und-kleine-familie-1553259853/,,Stockerau-region 2026-09-24. Korneuburg reno under budget; DAVE. RE/MAX Wien Donaustadt.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Wien Donaustadt; Provision:3% des Kaufpreises zzgl. 20% USt.,REMAX Wien Donaustadt,3325.0,6.1,3.6,13965,4389,5985,14364,38703,437703,,nicht angegeben,sanierungsbedarf,Zustand Sanierungsbedürftig Wohnfläche 120 m² Grundfläche 610 m² Zimmer 5 Nut…,listing_text
ST13,Niederhollabrunn IB — Reihenhaus RH 4 (GEDESAG),honourable,,RH,Niederhollabrunn,2004,Bezirk Korneuburg; Nähe Stockerau,370625,Kaufpreis nach nicht rückzahlbarem Zuschuss; Gesamtkaufpreis €517k vor Zuschuss,116.79,,5,,,,,True,True,,False,False,False,Gemeinnützig/GEDESAG; Garten ~73 m²; eligibility / Einkommensgrenzen likely apply,,,,,32,osrm_free_flow,76,vao_hafas_weekday_100000_best_of_5,48.449149,16.3003618,town_centroid_nominatim,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/niederhollabrunn-ib-rh-4-1917455694/,,Stockerau-area 2026-09-24. Representative GEDESAG RH unit (~€371k after Zuschuss). Check gemeinnützig eligibility before pursuit. Multiple sister units exist.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; GEDESAG; gemeinnützig — buyer fee regime may differ; treated as makler pending confirm,GEDESAG - Gemeinnützige Donau-Ennstaler Siedlungs-Aktiengesellschaft,3173.43,6.1,3.6,12972,4077,5559,13343,35951,406576,,nicht angegeben,unknown,no finish keywords found,listing_text
ST14,Charmantes 7-Zi EFH mit großem Garten (Stetten / Korneuburg),over_budget,,EFH,Stetten,2100,Bezirk Korneuburg,499000,,230.0,960.0,7,1960,F,183.2,Zentralheizung,True,True,,False,False,False,Technisch guter Zustand laut Inserat; laufende Sanierungen; size monster,,,,,23,osrm_free_flow,76,vao_hafas_weekday_100000_best_of_6,48.360176,16.373278,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/korneuburg/charmantes-7-zimmer-einfamilienhaus-mit-grossem-garten-1754741280/,,Stockerau-region 2026-09-24. €49k over budget but 230 m² / 960 m² plot — noteworthy OB size hit. s REAL Korneuburg.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Korneuburg (Termine nach Vereinbarung); Provision:3% des Kaufpreises zzgl. 20% USt.,Korneuburg (Termine nach Vereinbarung),2169.57,6.1,3.6,17465,5489,7485,17964,48403,547403,,nicht angegeben,unknown,no finish keywords found,listing_text
HM13,Aussichtsreich! Bungalow auf Anhöhe (Altenberg),honourable,,EFH,Altenberg,3422,Bezirk Tulln / St. Andrä-Wördern,200000,,100.0,1487.0,,~1920s (100+ Jahre),G,288.2,Gasheizung,True,True,Garage,True,False,False,Altbau 100+ Jahre; Adaptierungsarbeiten empfohlen; Terrasse+Wintergarten,,,,,32,osrm_free_flow,76,vao_hafas_weekday_100000_best_of_6,48.34542,16.256067,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/aussichtsreich-1717581582/,,"Evening 2026-09-24 NEW. Altenberg bungalow €200k / 100 m² on huge 1,487 m² plot; near Altenberg Bahnhof. Energy G. Honourable — small living for family but land+price cushion.",2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; REMAX Magic; Provision:3% + 20% USt,REMAX Magic Doris Deutsch Immobilien GmbH,2000.0,6.1,3.6,7000,2200,3000,7200,19400,219400,,nicht angegeben (willhaben detail),unknown,no finish keywords found,listing_text
SA6,Dornröschen am Riederberg — EFH mit Sauna & Pool,sauna,,EFH,Ried am Riederberg,3004,Bezirk Tulln / Sieghartskirchen,457000,~€7k over €450k budget,292.0,820.0,,1973,G,253.0,Zentralheizung,True,True,Garage,True,True,True,1973 Ziegelmassiv; Sanierungs-/Modernisierungsbedarf (Dornröschen); uneinsehbar Wienerwald-Rand,,,,,40,osrm_free_flow,76,vao_hafas_weekday_100000_best_of_6,48.25531,16.0712186,town_centroid_nominatim,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/-doernroeschen-im-wienerwald-erwecken-natur-pur-wie-im-maerchen-1167923865/,,Evening 2026-09-24 NEW. Sauna+pool hook; ~292 m² Wohnfläche / ~820 m² plot (willhaben attr showed 192/292 — body text used). BK €110/Mo. Slightly over budget.,2026-09-24,active,2026-09-24,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien Tulln KHG GmbH; Provision:3% zzgl. gesetzliche MwSt,Immobilien Tulln KHG GmbH,1565.07,6.1,3.6,15995,5027,6855,16452,44329,501329,110.0,src: ESTATE_PRICE/MONTHCOSTS_GROSS=110,sanierungsbedarf,1973 Ziegelmassiv; Sanierungs-/Modernisierungsbedarf (Dornröschen); uneinsehbar Wienerwald-Rand,listing_text
HM14,EFH renovierungsbedürftig mit 843 m² Grundstück (Würmla) — NEUER PREIS,honourable,,EFH,Würmla,3042,Bezirk Tulln / Nähe Neulengbach,239000,,80.06,843.0,4,1972,G,390.9,Zentralheizung,True,True,,False,False,False,Renovierungsbedürftig; BJ 1972; ausbaufähig; sonniges Grundstück 843 m²,,,,,61,osrm_free_flow,106,vao_hafas_weekday_100000_best_of_5_town_centroid,48.242207,15.849767,listing,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/neuer-preis-bungalow-mit-sonnigem-garten-naehe-neulengbach-945748127/,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/einfamilienhaus-mit-viel-potenzial-naehe-neulengbach-1839705929/,Morning 2026-09-25 NEW (republished overnight; old adid 1839705929 expired). Würmla EFH €259k / ~80 m² on 843 m² plot near Neulengbach; BJ 1972 Energy G. Honourable — under budget with land cushion but small living + Sanierungsbedarf. Not shortlist. Evening 2026-09-25: price drop €259k→€239k (−€20k); listing retitled „NEUER PREIS!“.,2026-09-25,active,2026-09-25,2026-09-26,,259000,2026-09-25,-20000,new|price_drop|seen,makler,ISPRIVATE=0; Netmakler - Zuzana Rueff; Provision:3% des Kaufpreises zzgl. 20% USt.,Netmakler - Zuzana Rueff Immobilienvermittlung,2985.26,6.1,3.6,8365,2629,3585,8604,23183,262183,,nicht angegeben (willhaben detail); heating costs net €140 mentioned,sanierungsbedarf,renovierungsbedürftig; BJ 1972 ausbaufähig,listing_text
OB15,Dornröschen-Bungalow Zentrumsnähe (Tulln) — Modernisierungspotenzial,over_budget,,EFH,Tulln an der Donau,3430,Bezirk Tulln,547000,,84.0,666.0,3,1969,,,Gas / Festbrennstoff (Fernwärme an Grundstücksgrenze),True,True,,True,False,False,"Dornröschen / Modernisierungspotenzial; weitgehend Originalzustand, funktionsfähig/sofort verfügbar",,,,,32,osrm_free_flow,74,vao_hafas_weekday_100000_best_of_5,48.315166,16.067549,listing_coords,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/-potential-gibts-allemal-bungalow-in-zentrumsnaehe-2020619729/,,"Evening 2026-09-25 NEW. Tulln bungalow €547k / 84 m² on 666 m² plot near centre (BJ ~1967/69). Solid massiv, dry Keller, garage; largely original → renovation budget needed. Over €450k budget → OB. Makler Immobilien Tulln KHG; BK ~€100–110/Mo; Provision 3%+USt.",2026-09-25,active,2026-09-25,2026-09-26,,,,,seen,makler,ISPRIVATE=0; Immobilien Tulln KHG GmbH; Provision:3% zzgl. gesetzliche MwSt,Immobilien Tulln KHG GmbH,6511.9,6.1,3.6,19145,6017,8205,19692,53059,600059,110,listing ~€100 exkl. / €110 inkl. MwSt monatl.,sanierungsbedarf,Dornröschen / Modernisierungspotenzial; weitgehend Originalzustand seit ~1969,listing_text
OB16,Familienhaus 155 m² ruhige Sackgasse (Kierling) — privat/provisionsfrei,over_budget,,EFH,Kierling,3400,Bezirk Tulln / Klosterneuburg,489000,,155.0,563.0,6,,E,175,Gasheizung,True,True,,True,False,False,"Renovierungsbedürftig aber bewohnbar; Fenster 2009; Soforteinzug möglich, Modernisierung schrittweise",,,,,32,osrm_free_flow,57,vao_hafas_weekday_100000_best_of_5,48.3061,16.25491,listing_coords,https://www.willhaben.at/iad/immobilien/d/haus-kaufen/niederoesterreich/tulln/grosszuegiges-familienhaus-mit-155-m-in-ruhiger-sackgassenlage-1412486879/,,"Evening 2026-09-25 NEW. Kierling (Klosterneuburg) private sale €489k / 155 m² on 563 m², Address August Spanny Gasse 41. Renovierungsbedürftig but bewohnbar (used until recently). Energy E HWB 175. Provisionsfrei. Slightly over €450k → OB. Strong commute to Wien.",2026-09-25,active,2026-09-25,2026-09-26,,,,,seen,private,ISPRIVATE=1; Provisionsfrei von privat – ohne Makler (KEINE!),,3154.84,6.1,0.0,17115,5379,7335,0,29829,518829,,nicht angegeben,sanierungsbedarf,Renovierungsbedürftig aber bewohnbar; Soforteinzug möglich,listing_text
